rank,utterance_length,word_count,utterance,speaker,filename,filepath
12129,55,11,The upturn in the housing market has given a big boost.,05ms,127_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/127_aud.txt
12130,55,11,"Of course we know them, from their work in the theatre.",05ms,147_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/147_aud.txt
12131,55,11,The tickets will be on sale today at the ticket office.,05ms,182_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/182_aud.txt
12132,55,10,"The children, were not thought to be so seriously hurt.",06fe,110_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/06fe/110_aud.txt
12133,55,10,I was certainly wrong with my prediction of the result.,06fe,113_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/06fe/113_aud.txt
12134,55,11,He promised to lead from the front in battle for entry.,07me,174_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/07me/174_aud.txt
12135,55,11,You should always be able to get out in some direction.,08me,111_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/08me/111_aud.txt
12136,55,11,I feel we might now have the foundations to go forward.,08me,148_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/08me/148_aud.txt
12137,55,10,Every woman deserves to live without this type of fear.,11fe,166_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/166_aud.txt
12138,55,9,Everything went as well as could have been anticipated.,13fs,216_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/216_aud.txt
12139,55,12,"""Alas,"" said the man, ""what am I to go back there for?""",13fs,229_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/229_aud.txt
12140,55,10,Do avoid puncturing or cutting into meats to test them.,15fe,057_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/15fe/057_aud.txt
12141,55,9,The Government has completely lost control of GM crops.,15fe,175_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/15fe/175_aud.txt
12142,55,10,It swept through them like a scythe through ripe grain.,15fe,195_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/15fe/195_aud.txt
12143,55,8,Opaque cantaloupe and transparent wood brown were used.,16fe,064_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/16fe/064_aud.txt
12144,55,6,Cooperation along with understanding alleviate dispute.,17ms,047_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/047_aud.txt
12145,55,9,"Sir Jeremy, from Glasgow, said they had been delighted.",17ms,171_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/171_aud.txt
12146,55,11,No other job in world football can compare to this one.,18fo,140_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/18fo/140_aud.txt
12147,55,10,I looked again at its vision for a Scottish Parliament.,18fo,156_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/18fo/156_aud.txt
12148,55,10,"The word means it won't boil away easily, nothing else.",21me,074_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/074_aud.txt
12149,55,11,"In the past few years, they have started to fight back.",22me,162_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/22me/162_aud.txt
12150,55,11,You may amaze yourself and acquire a real knack for it.,23ms,070_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/23ms/070_aud.txt
12151,55,10,Mr McLeod said he believed a solution would be reached.,23ms,123_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/23ms/123_aud.txt
12152,55,11,Later in the day he was forced to explain his position.,24fe,177_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/24fe/177_aud.txt
12153,55,9,The story was first reported in the Spectator magazine.,25fs,093_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/093_aud.txt
12154,55,10,He is very concerned about his fitness as a footballer.,25fs,181_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/181_aud.txt
12155,55,8,There were also some interesting questions and answers.,26fs,123_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/26fs/123_aud.txt
12156,55,10,December and January are nice months to spend in Miami.,27fs,047_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/047_aud.txt
12157,55,8,And these hardy travellers are not unappreciated today.,27fs,068_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/068_aud.txt
12158,55,9,"In addition, certain areas are closed at certain times.",27fs,127_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/127_aud.txt
12159,55,9,"Creative, expressive football was the order of the day.",27fs,133_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/133_aud.txt
12160,55,8,Which long article was opaque and needed clarification?,28ms,053_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/28ms/053_aud.txt
12161,55,8,"Alan Milburn, the health secretary, refused to comment.",29me,083_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/29me/083_aud.txt
12162,55,11,The city council is a major property owner in the area.,30me,113_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/113_aud.txt
12163,55,9,Manchester United can win the European Cup this season.,30me,162_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/162_aud.txt
12164,55,8,With the merry Andrews the reverends allied themselves.,30me,203_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/203_aud.txt
12165,55,8,"""What is this?"" demanded Percival, touching the saddle.",30me,210_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/210_aud.txt
12166,55,8,"He planned to relocate to Scotland, probably Edinburgh.",31ms,151_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/31ms/151_aud.txt
12167,55,7,The government sought authorisation of his citizenship.,32fe,047_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/32fe/047_aud.txt
12168,55,12,He said he hoped for a first meeting within a few days.,32fe,112_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/32fe/112_aud.txt
12169,55,11,"And so is the prettiness, Lord George, if there is any.",32fe,193_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/32fe/193_aud.txt
12170,55,10,That first victory made a huge difference to my career.,33me,187_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/33me/187_aud.txt
12171,55,10,The spokeswoman said the flat in London was very small.,34fe,139_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/139_aud.txt
12172,55,11,"We had a very long pull, after that, without any shade.",34fe,203_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/203_aud.txt
12173,55,9,The actual accomplishment Henriot did not claim to see.,34fe,220_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/220_aud.txt
12174,55,7,Severe myopia contributed to Ron's inferiority complex.,35fs,047_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/35fs/047_aud.txt
12175,55,10,"I was at the British Olympic Medical Centre, on Friday.",35fs,111_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/35fs/111_aud.txt
12176,55,13,It is with regard to him that I desire to speak to you.,35fs,207_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/35fs/207_aud.txt
12177,55,9,"Celtic Connections is here again, and the great debate.",36fs,135_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/36fs/135_aud.txt
12178,55,10,"At that time, there was no infection within five miles.",37fe,095_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/37fe/095_aud.txt
12179,55,11,"For the other parties, it is back to business as usual.",37fe,182_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/37fe/182_aud.txt
12180,55,8,"Because you weep, you fondly imagine yourself innocent?",38me,208_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/38me/208_aud.txt
12181,55,8,Lothian and Borders police are appealing for witnesses.,39ms,162_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/39ms/162_aud.txt
12182,55,7,Their prescription is largely about changing attitudes.,39ms,175_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/39ms/175_aud.txt
12183,55,11,"""Ah!"" said she, ""this is the clue to her cursed craft.""",39ms,189_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/39ms/189_aud.txt
12184,55,9,"""Almost an hour,"" replied Miriam, looking at her watch.",39ms,211_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/39ms/211_aud.txt
12185,55,9,"The sculptor looked at him, bug-eyed and amazed, angry.",40fs,062_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/40fs/062_aud.txt
12186,55,11,We have to be happy with a British and European record.,40fs,171_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/40fs/171_aud.txt
12187,55,9,He would discuss the peace process in Northern Ireland.,41me,081_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/41me/081_aud.txt
12188,55,11,The morning dew on the spider web glistened in the sun.,43fs,045_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/43fs/045_aud.txt
12189,55,10,When people talk about the Beach Boys and Brian Wilson.,43fs,147_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/43fs/147_aud.txt
12190,55,10,People elsewhere in Scotland will feel cut off by this.,45fe,080_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/45fe/080_aud.txt
12191,55,10,A new leader is unlikely to be chosen before September.,46fs,183_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/46fs/183_aud.txt
12192,55,8,The tribunal said his conduct was wholly reprehensible.,50ms,086_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/50ms/086_aud.txt
12193,55,11,"Mrs Thatcher was in the right place, at the right time.",50ms,137_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/50ms/137_aud.txt
12194,55,11,"Drugs are used a lot at the fishing, not just cannabis.",51fe,113_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/51fe/113_aud.txt
12195,55,11,They were under a lot of pressure from the other clubs.,51fe,156_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/51fe/156_aud.txt
12196,55,11,But never did the hunter leave the cave without a fear.,52fs,190_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/52fs/190_aud.txt
12197,55,10,"Anywhere you please, only that you should stay with me.",52fs,227_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/52fs/227_aud.txt
12198,55,10,"Draw every outer line first, then fill in the interior.",53fe,050_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/53fe/050_aud.txt
12199,55,9,"It is a triumphant performance, which defies the years.",53fe,102_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/53fe/102_aud.txt
12200,55,9,"Now, though, he is back playing superbly for Blackburn.",53fe,116_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/53fe/116_aud.txt
12201,55,11,"Knows the score with a supreme effort, he broke it off.",54mn,062_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/54mn/062_aud.txt
12202,55,10,"It gave the rubberised fabric a dull gleam, like metal.",55fs,059_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/55fs/059_aud.txt
12203,55,11,You were very proud that day to be among their friends.,56me,100_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/56me/100_aud.txt
12204,55,9,A succession of managers in the opera company resigned.,56me,114_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/56me/114_aud.txt
12205,55,6,Planned parenthood organisations promote birth control.,57ms,046_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/57ms/046_aud.txt
12206,55,10,"To be passive, to be girlishly shy was palpably absurd.",57ms,066_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/57ms/066_aud.txt
12207,55,10,Brush fires are common in the dry underbrush of Nevada.,58fs,046_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/58fs/046_aud.txt
12208,55,11,"Rather than just a way in, she begins with an entrance.",58fs,177_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/58fs/177_aud.txt
12209,55,10,"Glasgow deserved their win, but we made them look good.",59fe,111_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/59fe/111_aud.txt
12210,55,10,"We kept it going, however, by using the utmost caution.",59fe,217_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/59fe/217_aud.txt
12211,55,10,We started to struggle with each other towards the end.,60ms,089_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/60ms/089_aud.txt
12212,55,9,"Although it was expected, everyone is very, very angry.",60ms,100_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/60ms/100_aud.txt
12213,55,10,But beyond a fairly minimal level it has little impact.,60ms,120_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/60ms/120_aud.txt
12214,55,11,"If you love books, to what place are books so suitable?",60ms,194_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/60ms/194_aud.txt
12215,55,9,These people are now following their own Unison agenda.,63me,101_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/63me/101_aud.txt
12216,55,9,That decision is for the British Parliament and people.,65ms,114_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/65ms/114_aud.txt
12217,55,10,But his speech was delivered by a senior civil servant.,65ms,157_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/65ms/157_aud.txt
12218,55,9,Some of those whom he had summoned absented themselves.,65ms,210_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/65ms/210_aud.txt
12219,55,9,The high security prison was surrounded by barbed wire.,68fs,049_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/68fs/049_aud.txt
12220,55,10,Mr Blunkett said he was deeply concerned by the ruling.,68fs,090_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/68fs/090_aud.txt
12221,55,9,"Thankfully, we have started to listen to our customers.",68fs,094_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/68fs/094_aud.txt
12222,55,9,"Of course, on Tuesday, United were beaten despite this.",69fs,143_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/69fs/143_aud.txt
12223,55,12,A report is the first step in a criminal case in India.,69fs,161_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/69fs/161_aud.txt
12224,55,11,"In the meantime, the fans would settle for a derby win.",70ms,151_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/70ms/151_aud.txt
12225,55,10,It wasn't just the character and energy of the playing.,70ms,155_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/70ms/155_aud.txt
12226,55,11,I telephoned as soon as Rawlins got me to the Bastille.,70ms,198_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/70ms/198_aud.txt
12227,55,8,"However, the downturn has forced the overdraft request.",71fi,115_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/71fi/115_aud.txt
12228,55,9,"George W Bush, the US president, condemned the attacks.",72fe,153_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/72fe/153_aud.txt
12229,55,11,"And it said, I'm not going to punish you, little Franz.",72fe,212_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/72fe/212_aud.txt
12230,55,9,"When she had finished, she remained wrapped in thought.",74ms,194_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/74ms/194_aud.txt
12231,55,8,The British Government should follow the Irish example.,75fe,153_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/75fe/153_aud.txt
12232,55,11,"If the other pilots were worried, they did not show it.",76fe,063_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/76fe/063_aud.txt
12233,55,8,This is a thoroughly handsome and enjoyable production.,77ms,106_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/77ms/106_aud.txt
12234,55,11,"It is a crisis of human rights, a crisis of leadership.",77ms,150_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/77ms/150_aud.txt
12235,55,11,The Bishop had risen now and walked over to the window.,77ms,200_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/77ms/200_aud.txt
12236,55,10,"We're lost and burning up already, she bit out tensely.",78ms,062_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/78ms/062_aud.txt
12237,55,10,"If he could have prevented it happening, he would have.",79fe,105_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/79fe/105_aud.txt
12238,55,9,A search and rescue mission was mounted within minutes.,79fe,153_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/79fe/153_aud.txt
12239,55,8,Through their office they are committed to prohibition.,79fe,211_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/79fe/211_aud.txt
12240,55,9,Children can consume many fruit candies in one sitting.,80me,046_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/80me/046_aud.txt
12241,55,11,I would like to see the figures for the second quarter.,80me,162_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/80me/162_aud.txt
12242,55,11,There was a gigantic wasp next to Irving's big top hat.,81ms,040_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/81ms/040_sil.txt
12243,55,6,Eating spinach nightly increases strength miraculously.,81ms,043_sil,/home/ultraspeech-dev/ultrasuite/TaL80/core/81ms/043_sil.txt
12244,55,11,There was a gigantic wasp next to Irving's big top hat.,81ms,049_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/81ms/049_aud.txt
12245,55,6,Eating spinach nightly increases strength miraculously.,81ms,052_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/81ms/052_aud.txt
12246,56,10,I shall take an early opportunity of resigning my place.,01fi,198_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/01fi/198_aud.txt
12247,56,12,The woman is a star who has grown to love the limelight.,03mn,107_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/03mn/107_aud.txt
12248,56,9,Scotland has a dismal record of teenage pregnancy rates.,04me,141_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/141_aud.txt
12249,56,9,"For instance, Jesuitism is a piece added to Catholicism.",04me,184_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/184_aud.txt
12250,56,11,It might be useful to have something in black and white.,06fe,163_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/06fe/163_aud.txt
12251,56,6,Etiquette mandates compliance with existing regulations.,08me,049_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/08me/049_aud.txt
12252,56,10,One-upmanship is practised by both sides in a total war.,09fe,052_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/09fe/052_aud.txt
12253,56,9,The suggestion is the market is not instantly attracted.,09fe,089_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/09fe/089_aud.txt
12254,56,8,She also defended the Lord Chancellor's existing powers.,10me,098_aud,/home/ultraspeech-dev/ultrasuite/TaL80/core/10me/098_aud.txt
